name,code,population,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24
Maassluis,GM0556,33539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,0,1,3,3,0,1,3,1,1,1,0,4,1,1,0,5,2,2,1,0,0,0,3,0,0,1,2,2,0,1,1,1,0,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,3,4,1,2,3,3,1,0,1,0,1,0,0,1,1,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,3,1,3,2,3,3,1,2,1,1,1,1,5,4,5,7,0,1,2,3,3,1,2,1,1,1,0,4,0,4,3,0,2,1,0,3,2,3,2,7,3,3,0,3,0,0,6,3,3,2,4,9,4,7,5,6,2,7,4,8,11,11,13,6,17,11,12,19,10,18,23,17,23,28,19,20,20,26,29,17,23,34,36,20,34,24,29,22,27,29,26,28,29,19,26,16,17,14,15,8,13,5,11,20,13,10,25,11,9,7,11,22,18,21,10,8,17,9,9,11,14,9,9,7,8,4,2,24,19,14,12,19,19,16,15,12,2,15,24,43,22,29,23,10,20,30
Nieuwkoop,GM0569,29119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,2,2,0,1,3,0,2,2,4,3,0,1,0,1,0,1,4,0,2,0,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,3,1,6,0,2,2,9,3,2,2,3,5,3,5,2,18,12,8,8,6,7,17,11,13,8,6,12,13,11,12,9,15,11,20,22,10,19,20,28,15,26,17,18,18,18,9,9,9,9,12,9,5,6,9,6,10,15,15,10,3,9,18,11,12,11,7,5,10,9,15,16,9,7,4,14,8,17,7,16,20,15,10,17,33,19,13,26,11,24,34,19,34,21,22,28,18,23
Noordwijk,GM0575,43982,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,2,4,1,1,1,0,0,3,0,0,2,0,0,1,2,0,0,1,0,1,2,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,5,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,1,3,3,0,1,9,1,5,3,8,2,7,1,9,4,8,2,4,7,4,11,4,5,15,6,10,21,17,14,9,5,13,15,13,19,22,8,21,7,22,21,23,21,33,19,36,18,38,27,31,27,36,18,45,44,30,32,30,10,20,16,14,9,8,8,11,11,8,10,15,11,11,8,9,24,9,14,11,10,3,10,6,14,13,17,10,8,13,20,16,11,17,17,11,13,20,17,30,18,15,11,22,34,31,37,26,22,27,18,25
Oegstgeest,GM0579,25067,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,3,2,0,2,0,0,2,1,0,0,2,0,2,0,1,0,2,2,2,0,0,0,0,0,2,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,1,1,1,0,0,0,1,1,1,1,1,3,1,1,3,0,0,0,0,0,0,1,6,1,0,4,2,2,1,4,3,2,3,3,1,3,4,6,3,4,3,5,3,7,9,4,5,3,10,5,8,12,11,10,10,11,12,10,18,18,8,8,17,15,19,12,15,8,22,8,7,14,14,10,12,6,16,6,10,3,7,3,6,6,4,7,3,6,4,4,3,11,13,12,8,10,11,4,8,7,6,8,8,2,5,12,10,6,12,13,10,17,21,16,16,7,16,10,14,19,21,21,25,24,13,13,32
Oudewater,GM0589,10154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,4,2,5,3,0,4,2,1,0,0,3,1,0,0,5,0,2,0,0,1,0,3,0,0,0,2,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,1,2,1,0,1,0,1,1,1,0,0,1,2,5,2,2,1,3,0,2,0,3,3,5,2,2,6,11,4,11,1,5,4,2,2,2,11,6,2,5,4,8,4,5,9,8,6,1,2,2,2,5,6,1,1,0,2,3,6,6,0,1,6,2,2,8,3,1,2,2,5,4,5,3,3,4,1,3,4,5,5,6,3,3,7,5,7,6,3,10,9,7,6,9,7,12,20,8,3,11
Papendrecht,GM0590,32119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,1,1,2,3,1,0,1,4,4,7,4,4,0,0,2,0,0,0,2,0,1,0,1,1,1,0,2,0,1,3,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,3,1,0,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,3,1,2,1,1,1,2,0,2,2,4,3,1,2,1,1,5,2,6,2,3,7,3,7,2,4,4,3,15,8,11,8,9,18,12,8,14,10,20,7,17,11,12,9,25,34,48,26,18,39,26,18,27,37,16,31,30,26,29,13,11,23,13,10,12,14,8,14,11,20,4,6,7,7,13,15,9,13,13,13,11,3,5,8,13,1,13,7,7,11,10,16,15,13,11,25,27,31,21,24,27,33,21,19,38,21,15,14,33
Ridderkerk,GM0597,46646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4,6,8,6,1,3,4,2,1,6,3,2,2,1,3,2,5,1,1,1,2,5,4,2,1,1,1,3,0,1,3,2,1,0,1,3,4,0,2,0,5,2,1,5,6,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,5,1,1,1,2,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,2,3,2,1,4,1,4,3,2,3,2,0,4,1,2,6,2,1,2,0,0,1,0,0,1,1,0,3,0,3,0,1,2,1,1,0,2,2,1,1,4,2,1,5,2,4,5,2,3,2,5,1,7,2,2,8,2,8,6,6,12,8,8,10,17,8,9,21,8,13,17,21,28,26,28,29,30,34,22,25,44,46,36,37,19,36,40,46,28,37,32,39,31,45,36,32,36,35,31,24,27,32,29,19,24,8,26,21,19,27,23,23,12,19,21,15,22,27,24,15,18,20,16,19,21,11,7,19,20,10,9,12,36,12,20,23,20,22,29,20,9,27,39,32,32,33,36,15,18,37
Rotterdam,GM0599,652497,0,0,0,0,1,0,2,1,0,4,2,2,3,0,1,0,8,2,5,11,17,23,22,18,21,8,14,23,18,44,62,34,32,28,52,48,48,36,85,82,33,73,83,39,133,60,51,52,43,50,48,81,56,30,33,30,51,45,42,35,35,6,26,38,41,32,26,0,31,5,33,8,18,13,4,21,16,18,11,22,7,22,6,9,30,13,5,10,13,4,11,6,3,6,1,3,2,5,8,21,18,20,11,14,15,12,27,19,8,10,16,9,9,9,12,6,1,4,7,7,8,8,11,8,5,8,8,5,7,7,7,0,4,11,7,14,28,8,32,20,16,14,11,22,33,23,30,35,30,41,49,39,49,44,76,64,97,75,94,93,89,89,82,51,109,111,110,126,78,73,111,59,46,58,59,70,50,59,53,56,34,64,60,55,49,50,33,60,110,69,59,45,78,76,74,86,105,121,86,107,93,100,163,164,187,118,106,222,132,162,243,171,162,283,269,242,258,278,304,287,268,395,271,326,427,449,387,383,436,425,557,471,330,412,615,545,495,478,676,558,471,627,648,600,563,576,668,645,616,507,596,413,510,534,421,379,336,197,288,326,332,330,309,302,201,242,239,297,327,283,205,117,265,204,322,184,315,176,162,284,220,132,155,219,339,158,218,281,291,287,304,250,101,361,477,331,246,366,272,169,228,310
Rijswijk,GM0603,55211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,2,2,1,3,2,1,3,0,1,3,2,5,2,1,1,1,2,1,3,7,4,4,2,3,6,5,4,1,3,2,4,5,3,3,1,0,1,2,1,2,0,0,1,0,0,2,3,0,0,0,0,3,2,1,0,0,0,0,2,0,0,1,1,0,0,1,0,2,1,0,2,0,2,0,1,1,0,1,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2,1,0,2,1,0,2,1,2,0,3,1,3,6,4,3,5,5,1,3,1,3,5,6,1,1,1,4,2,1,4,0,3,1,1,4,2,6,0,1,4,1,1,5,4,2,4,2,11,12,0,12,11,3,11,5,2,10,8,12,15,8,11,11,12,10,19,14,14,12,15,11,17,10,13,20,17,19,17,24,21,26,24,31,38,35,29,36,47,33,35,32,50,46,56,49,33,47,26,38,30,27,30,31,21,20,13,21,16,27,10,20,12,29,21,18,12,10,12,20,17,12,21,7,24,17,17,13,8,9,8,17,6,15,20,19,14,16,13,24,15,27,29,21,36,22,16,24,41,25,23,20,26,28,40,31
Schiedam,GM0606,79284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,0,2,4,2,3,3,5,4,3,3,1,3,1,4,5,6,3,3,1,11,2,2,5,9,10,12,7,13,3,12,4,5,3,7,2,1,1,4,3,2,3,1,0,4,0,3,2,1,4,0,4,5,2,1,3,0,0,0,2,4,1,2,1,7,1,1,0,1,0,0,0,0,0,0,1,0,2,1,2,0,1,1,0,0,1,2,1,0,2,0,0,0,2,1,1,2,1,3,0,5,2,2,1,1,1,1,0,1,2,0,2,2,0,0,5,2,3,0,1,5,4,1,3,0,3,2,1,0,3,4,2,3,7,2,2,16,7,5,5,7,11,13,10,6,10,6,10,3,3,4,9,3,4,1,4,1,6,3,2,4,7,5,3,3,9,4,5,8,8,5,4,15,7,9,6,12,10,21,15,13,15,18,26,17,14,37,18,18,20,21,37,30,25,22,30,26,35,24,44,35,30,37,37,49,60,61,48,41,57,71,68,63,64,78,63,55,76,73,70,80,90,74,79,96,88,72,44,67,81,48,44,33,38,50,54,35,60,54,31,27,35,43,55,47,46,32,11,56,30,44,34,50,43,31,38,45,22,21,60,35,23,23,34,33,29,35,24,19,33,52,47,27,46,29,17,16,45
Sliedrecht,GM0610,25509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,2,0,1,4,1,4,1,0,3,3,1,1,1,2,1,1,0,0,1,0,1,3,2,1,0,1,0,3,3,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,2,0,1,0,1,3,0,0,0,1,3,1,2,2,2,1,1,4,2,4,2,4,2,2,5,8,3,10,6,6,4,4,9,7,9,4,8,11,8,13,5,4,9,12,16,12,18,23,22,9,25,19,22,37,31,20,17,24,12,13,9,22,16,11,16,13,20,7,10,15,24,7,17,5,11,17,7,10,9,7,11,14,11,9,24,11,4,19,12,7,21,17,26,24,15,14,19,31,30,37,31,26,37,28,29,33,23,16,16,34
Albrandswaard,GM0613,25857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,3,4,2,4,0,1,2,2,1,1,2,2,2,1,1,0,7,0,1,5,3,6,2,0,0,2,3,2,2,4,3,2,0,2,1,1,0,0,2,1,2,1,2,0,0,0,0,1,0,0,1,0,2,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2,0,2,2,0,1,0,0,0,1,0,0,2,2,1,1,2,0,0,3,0,0,1,1,0,0,1,3,2,0,1,1,0,0,0,1,3,0,0,0,0,2,1,1,1,4,2,3,2,3,5,3,4,0,3,0,3,1,4,2,3,2,10,3,3,5,6,9,10,8,9,14,10,16,16,12,16,15,9,14,15,9,15,13,10,20,29,20,24,20,29,23,27,31,52,36,37,28,24,22,24,24,12,10,13,26,15,18,11,5,9,15,12,6,10,11,8,8,11,15,17,10,15,12,9,5,23,5,13,2,4,13,13,3,8,9,16,8,11,25,19,17,19,8,2,16,20,18,12,11,13,7,17,21
Westvoorne,GM0614,14896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,1,2,0,1,0,0,3,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,4,0,1,3,1,0,2,1,3,0,1,2,3,2,3,7,7,3,8,4,2,9,3,6,9,11,10,6,7,17,8,8,10,10,15,2,13,4,4,8,7,14,2,3,6,11,6,7,7,6,8,3,5,2,2,1,1,5,2,1,2,4,3,1,0,3,3,4,2,2,2,1,2,3,2,0,2,1,2,6,4,1,4,2,4,5,5,2,5,4,1,5,8,4,1,14,7,5,11,4
Vlaardingen,GM0622,73863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,5,3,0,3,4,2,3,3,5,8,0,5,1,2,4,15,1,0,16,9,2,16,7,8,2,3,4,13,6,7,2,3,3,10,11,20,4,1,1,2,6,0,0,3,0,1,0,3,1,1,4,1,1,3,0,5,2,0,4,1,1,3,0,1,1,2,1,1,1,0,0,0,3,0,0,1,2,1,1,1,0,1,0,0,0,2,2,0,2,0,1,0,2,1,3,0,0,1,1,1,1,0,2,1,0,0,1,2,0,1,1,0,0,1,0,0,3,4,2,1,0,0,1,0,4,0,1,0,0,4,4,3,3,4,7,4,5,7,2,5,4,9,5,8,11,6,4,8,4,5,3,6,7,3,3,1,2,1,7,0,5,1,4,2,5,4,4,6,3,5,6,1,7,8,4,4,11,6,9,9,18,11,8,12,6,5,8,17,10,11,16,29,22,18,17,28,24,20,37,31,43,41,29,39,41,59,51,54,48,34,58,81,41,61,73,80,58,75,84,93,70,78,87,85,61,81,80,72,52,60,81,34,26,26,40,43,54,35,36,41,37,25,40,35,46,35,24,31,16,29,18,29,25,22,22,22,39,30,28,26,55,29,27,25,37,33,29,44,33,7,42,52,38,23,31,31,21,28,32
Voorschoten,GM0626,25613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,1,1,0,3,1,1,2,2,0,2,1,2,0,0,1,0,1,0,1,2,1,0,0,1,2,1,2,1,0,1,0,0,1,0,2,1,2,1,3,2,0,2,1,0,0,2,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,0,1,1,1,3,0,2,2,1,3,5,0,2,2,2,1,2,2,1,3,5,2,0,1,7,5,4,3,7,4,5,5,4,1,6,10,7,12,5,11,6,9,9,5,11,14,11,11,15,9,8,13,2,18,15,30,3,15,13,12,12,11,6,7,4,6,8,15,3,6,7,11,10,4,4,5,2,5,2,8,9,8,7,4,3,5,5,3,4,4,5,3,6,7,8,9,15,9,9,11,13,12,10,11,9,11,21,15,19,9,12,17,11,21
Waddinxveen,GM0627,30123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,1,1,0,1,3,2,0,1,5,3,0,4,0,0,1,2,2,0,0,3,2,1,1,3,1,1,1,0,2,0,0,0,0,0,2,1,0,0,2,1,0,2,1,0,1,1,4,0,1,2,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,1,2,3,3,4,2,2,1,0,4,2,3,3,1,3,0,0,1,1,1,1,3,1,1,5,1,1,0,0,1,1,1,0,3,0,0,0,2,0,1,0,1,0,0,1,2,1,1,3,3,4,1,0,4,3,0,6,2,4,1,6,2,2,2,3,6,4,3,7,4,2,1,4,5,8,9,3,9,7,8,3,10,12,20,10,17,10,8,18,19,27,10,6,21,16,21,22,26,10,32,7,17,25,21,15,13,6,26,16,7,9,9,6,17,16,8,8,10,13,9,10,4,16,10,8,8,3,7,17,8,9,13,8,12,4,13,13,14,15,22,22,11,13,19,15,24,18,12,13,11,22,26,35,18,14,18,13,13
Wassenaar,GM0629,26782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,1,2,2,2,1,0,5,3,0,1,1,1,2,0,1,1,1,1,1,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,1,0,1,0,2,0,1,4,2,1,2,3,1,2,2,0,4,4,4,0,0,5,10,2,6,2,6,3,1,5,7,4,8,4,13,7,10,6,5,11,10,14,3,7,8,8,9,12,16,11,11,19,14,12,18,20,6,19,18,8,3,16,7,12,7,10,3,8,6,6,10,4,3,3,8,3,3,3,4,5,2,13,3,7,7,6,1,0,9,7,7,11,7,5,5,11,17,6,16,12,11,7,5,16,12,17,14,7,11,19,16,12,11,9,10,13,31,13
Woerden,GM0632,52659,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,2,6,5,3,2,1,10,7,4,2,1,5,5,4,3,3,1,7,4,4,1,5,6,3,6,1,9,1,1,2,2,4,2,3,2,2,0,0,1,2,1,0,1,3,2,2,7,0,3,1,1,0,2,0,0,0,0,4,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,2,0,3,0,1,0,0,1,3,2,0,1,1,0,1,3,1,2,2,0,0,1,3,2,0,1,0,0,1,2,0,2,2,3,0,1,4,5,4,1,1,0,1,5,1,6,7,4,6,4,7,4,4,6,6,7,3,13,7,7,14,8,10,23,12,14,22,24,17,16,33,7,29,20,46,31,20,16,18,24,38,12,23,21,33,17,40,39,14,22,23,18,18,21,17,29,9,14,20,17,34,28,25,14,19,15,27,24,28,23,28,27,13,17,16,19,15,15,19,10,13,32,28,35,24,17,34,34,27,38,25,30,35,21,33,31,18,41,53,44,48,31,29
Zoetermeer,GM0637,125297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,1,5,1,3,4,5,2,0,10,2,1,5,5,3,0,8,4,1,5,4,19,4,7,11,1,6,11,5,3,4,5,1,4,2,0,0,1,1,1,3,2,0,0,1,3,1,3,1,1,1,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2,1,2,1,0,2,5,3,2,2,5,4,2,3,0,1,2,1,3,1,0,0,0,2,2,2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,6,0,1,0,1,0,1,2,1,2,3,3,0,2,2,1,1,4,3,2,9,3,7,9,9,6,3,5,5,6,6,3,5,2,3,3,7,1,2,3,5,7,8,7,11,6,4,15,4,6,18,5,21,24,3,12,19,19,17,20,20,33,22,35,17,21,28,34,32,27,18,26,36,28,33,44,41,42,52,53,68,34,65,57,71,65,75,51,37,58,53,58,57,81,60,78,66,99,101,54,83,83,80,41,70,52,30,54,51,33,34,28,55,36,56,52,55,56,37,43,42,38,51,38,46,41,32,49,52,40,56,45,44,41,34,43,58,67,47,46,54,43,106,48,94,97,62,70,65,79,116,81,75,75,66,60,80
