name,code,population,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24
Heerde,GM0246,18749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,3,0,4,1,4,5,2,1,6,5,1,9,1,2,3,3,2,0,5,7,4,6,4,15,6,1,6,4,15,0,9,4,7,10,4,1,1,2,2,3,1,3,2,0,0,0,1,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,0,0,2,1,0,0,0,1,2,2,4,0,2,4,4,2,2,2,6,1,4,0,0,2,0,2,1,1,0,4,0,2,0,2,2,2,3,0,3,0,3,5,2,7,4,3,3,2,3,2,2,5,4,12,5,3,7,5,5,6,0,2,7,0,5,0,3,1,1,4,0,4,2,2,1,3,1,0,1,1,1,1,1,3,1,0,0,4,4,4,1,1,0,2,4,9,7,8,5,5,7,15,14,11,13,6,10,6,10
Heumen,GM0252,16584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,2,2,1,3,0,1,3,1,2,2,5,2,1,0,1,2,1,1,1,1,3,2,0,1,1,3,1,2,1,2,2,2,1,2,1,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,1,1,1,1,1,0,0,2,2,4,3,2,2,3,4,1,7,4,8,2,3,5,7,5,17,9,6,5,8,9,11,9,11,9,9,4,8,8,10,6,4,9,10,2,3,4,8,10,7,12,13,8,3,6,7,5,6,3,7,4,5,2,4,1,5,2,3,2,4,4,9,7,6,6,5,3,1,1,1,3,2,2,3,6,5,2,5,8,2,4,6,6,8,4,9,10,6,14,15,4,20,14,3,16,9
Lochem,GM0262,33869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,3,3,0,0,0,1,0,2,2,1,1,1,0,3,9,3,5,1,2,1,3,8,3,4,2,0,4,6,2,0,0,0,0,1,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,2,1,0,1,4,3,5,1,6,4,1,1,5,4,5,7,3,3,8,14,3,15,7,12,8,9,5,12,17,8,20,2,8,6,16,10,8,4,7,3,15,12,16,20,11,9,12,2,3,3,6,6,4,4,3,6,2,8,6,11,7,6,8,11,14,14,9,5,3,14,2,7,10,6,3,7,8,15,17,10,9,14,11,12,26,28,13,17,13,2,11,16,12,14,20,18,14,10,26
Maasdriel,GM0263,25442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,2,3,1,0,2,0,1,0,1,0,1,2,0,1,2,3,1,1,0,0,0,0,1,1,1,1,1,3,3,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,0,0,0,0,2,0,1,0,0,1,4,1,1,1,3,6,4,3,3,5,2,3,4,4,11,9,9,8,11,7,9,9,14,8,13,8,12,13,10,11,10,10,10,14,22,9,16,28,27,25,12,27,22,11,18,20,14,10,10,9,13,15,21,19,6,6,5,11,9,22,9,16,10,4,6,6,10,11,5,8,4,7,8,9,5,7,10,6,17,17,9,25,13,9,18,19,23,8,32,17,7,12,17
Nijkerk,GM0267,43527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,1,0,4,3,3,0,0,3,3,1,4,0,2,0,3,2,0,1,2,1,0,2,1,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3,2,2,3,2,1,0,1,0,1,1,3,2,2,2,1,0,3,3,1,0,1,3,1,2,1,4,12,14,10,10,4,10,10,20,11,9,11,9,10,10,24,16,9,26,25,18,9,29,19,27,25,18,22,16,20,22,11,14,13,36,14,20,15,37,16,24,19,25,15,12,9,22,16,10,11,12,12,8,12,10,7,11,10,17,17,20,8,8,9,15,21,7,22,13,23,12,9,14,11,33,23,27,20,13,33,34,36,27,33,24,20,50,50,46,54,43,69,42,30,30
Nijmegen,GM0268,177489,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,2,2,3,5,14,10,9,8,5,10,11,14,15,15,10,19,33,21,20,17,13,24,11,11,9,13,5,17,9,10,16,15,13,10,18,11,12,25,6,2,3,9,4,2,2,7,2,2,1,8,3,3,0,4,0,2,2,0,7,7,0,7,6,6,0,1,4,3,0,1,3,1,0,1,4,0,2,5,4,3,2,6,0,2,1,0,2,3,1,0,1,3,1,1,10,1,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,6,0,0,0,0,2,3,1,0,2,1,2,0,2,0,2,0,5,4,0,1,0,2,2,0,5,2,4,3,6,2,1,3,5,2,8,2,6,7,6,5,9,3,2,4,3,2,3,5,10,8,4,11,15,29,9,23,32,35,22,23,37,23,26,35,32,50,38,56,35,52,56,63,45,28,68,62,51,53,46,41,54,45,53,39,49,56,68,56,66,48,65,52,68,66,59,85,67,74,67,64,91,60,97,77,103,88,106,92,71,35,50,66,54,57,57,52,50,36,31,47,58,37,42,41,36,34,41,42,49,30,35,26,25,33,41,27,63,27,37,39,52,43,49,52,53,21,40,61,87,45,88,51,54,81,106,120,79,173,78,85,112,85
Oldebroek,GM0269,23715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,1,0,1,4,5,3,3,6,2,1,4,1,4,1,2,9,4,2,4,3,4,1,6,5,6,3,4,4,0,5,2,7,6,8,4,4,3,0,4,2,2,1,3,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,1,1,1,0,1,0,1,2,2,0,1,2,0,2,0,3,2,4,2,3,1,7,6,3,1,1,5,5,5,3,0,4,0,2,5,4,4,3,3,8,11,8,11,5,4,1,5,2,7,5,3,6,7,7,7,5,3,4,3,4,2,2,11,5,9,3,3,6,1,5,6,4,2,3,4,5,5,12,6,10,2,8,15,16,12,24,18,8,20,29,34,19,31,24,27,13,23
Putten,GM0273,24387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,3,1,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,5,2,1,2,1,0,3,2,8,3,1,0,2,2,0,4,4,5,2,2,3,8,1,1,8,9,7,8,5,2,8,7,8,3,7,8,8,4,8,5,6,9,17,23,9,9,14,13,10,15,11,12,8,9,5,8,5,10,9,2,3,8,5,10,21,18,11,6,7,12,14,10,8,13,4,10,11,6,21,14,10,9,4,10,8,23,9,24,27,10,23,22,45,29,40,34,40,32,31
Renkum,GM0274,31398,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,3,1,1,2,1,0,2,2,3,0,1,2,0,3,0,0,0,0,2,6,1,2,3,2,0,4,0,4,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,3,2,4,2,0,3,1,5,1,1,2,0,3,3,3,2,1,4,3,4,6,6,6,9,7,5,9,16,9,19,18,14,11,6,16,16,10,12,9,7,10,9,11,12,12,12,21,4,11,8,9,13,15,13,18,3,15,10,5,12,4,4,4,7,5,7,4,10,2,7,2,6,7,6,6,2,3,8,5,12,4,13,10,7,5,10,21,10,18,9,3,8,9,19,11,11,10,2,15,10,16,24,20,14,23,11,19
Rheden,GM0275,43649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,0,3,2,3,3,3,6,3,4,1,1,0,5,4,0,0,2,1,1,0,1,3,2,0,0,2,1,2,1,1,2,0,0,0,0,1,0,0,1,2,5,3,21,1,0,2,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,3,0,0,1,2,1,2,3,13,1,4,0,1,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,3,4,1,0,1,2,0,0,1,2,2,5,4,4,4,6,4,4,4,6,5,5,10,3,9,5,12,9,4,18,9,7,11,13,17,7,16,17,6,15,16,31,17,23,21,33,19,19,18,17,14,16,23,17,12,17,7,14,9,7,13,11,20,12,14,9,14,16,10,8,6,10,7,8,14,6,14,15,12,12,28,23,26,21,15,14,20,20,29,22,20,18,16,40,22,24,17,28,35,27,22,37
Rozendaal,GM0277,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,3,0,1,0,0,0,1,3,0,2,0,1,2,3,1,1,0,3,0,0,1,1,2,0,2,1,1,2
Scherpenzeel,GM0279,10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,3,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3,1,3,1,2,0,2,4,2,3,1,3,3,1,8,4,7,3,0,2,7,3,6,10,6,3,8,5,3,5,9,7,4,3,3,0,5,1,4,1,2,1,2,4,1,2,1,3,2,0,2,4,2,5,5,4,2,5,2,5,0,7,2,3,5,3,10,12,21,17,6,19,13,12,12,11,15,10,14,20,27,11,14,19,7,10,17
Tiel,GM0281,41907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2,6,6,3,4,2,4,1,0,1,3,0,3,2,0,3,4,3,7,3,4,1,1,0,2,6,4,3,1,2,0,2,0,4,1,2,1,0,1,2,2,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,2,0,2,6,0,4,1,0,2,3,2,0,2,2,5,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,5,0,2,1,0,4,2,2,1,0,0,2,1,6,3,3,6,6,5,7,5,10,4,9,16,4,13,13,12,11,14,10,15,10,20,22,19,14,13,24,24,23,22,20,28,31,19,29,40,31,44,30,53,48,26,19,36,41,24,24,23,18,10,11,9,15,15,13,16,7,7,10,17,11,9,7,12,5,13,9,5,14,12,10,10,7,12,17,23,17,20,6,13,21,18,14,25,25,17,32,39,38,13,38,20,18,16,22
Voorst,GM0285,24720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,4,2,3,2,1,2,2,1,0,1,1,0,1,1,2,1,0,1,1,1,0,2,0,2,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,4,1,1,2,2,4,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,3,2,0,0,0,1,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,5,3,1,2,5,1,2,2,8,2,2,2,10,2,2,3,5,1,9,7,4,8,2,8,1,11,4,8,1,9,6,5,10,10,17,4,12,13,7,11,5,4,5,6,2,5,1,8,5,6,10,2,4,4,3,5,5,6,3,5,7,5,2,5,3,1,2,6,5,12,7,7,9,5,12,19,16,7,22,17,3,23,19,21,24,25,9,11,16,16
Wageningen,GM0289,39770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,1,0,1,1,2,0,0,0,2,2,1,2,2,3,1,3,1,3,1,3,2,1,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,4,2,1,5,1,2,0,3,2,3,1,0,2,1,5,2,3,5,0,1,3,1,7,3,3,7,2,16,6,6,2,1,2,3,10,4,4,5,7,4,5,6,8,3,8,9,13,17,15,20,26,19,10,8,31,14,19,14,17,8,7,15,12,19,10,13,24,10,14,6,18,16,15,12,19,12,8,5,13,9,5,8,4,18,11,11,14,9,4,3,6,15,14,12,28,19,11,6,9,17,5,12,10,11,5,20,17,29,16,20,5,10,14,17,14,15,20,19,27,19,32,28,21,13,17,17,23
Westervoort,GM0293,15008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,2,1,0,0,0,1,1,1,2,1,0,2,1,2,1,3,2,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,2,0,1,1,4,5,2,0,3,2,5,5,4,1,0,9,7,6,1,1,1,0,3,3,5,3,6,7,8,8,6,4,10,7,8,2,2,7,10,3,5,5,3,2,2,5,1,7,10,6,1,7,13,10,6,2,8,3,7,5,9,9,21,6,1,7,6,10,10,4,3,2,7,6,18,13,8,4,3,9,5,10,9,10,9,9,7,13
Winterswijk,GM0294,28937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,3,1,4,1,2,0,0,2,0,2,1,2,1,0,4,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,3,2,2,2,3,0,1,1,1,1,1,2,3,0,0,3,5,2,12,2,8,6,12,7,10,11,7,16,6,14,10,8,6,5,10,17,31,22,18,24,9,16,11,17,12,5,8,4,4,5,6,8,2,5,11,6,10,12,4,9,6,6,11,7,11,4,9,8,9,3,12,18,16,6,5,9,6,6,11,5,8,21,4,13,9,11,11,23,8,16,13,14
Wijchen,GM0296,41239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,2,0,6,3,3,2,2,1,6,0,5,3,5,2,5,2,1,2,3,0,1,4,5,4,6,5,2,2,2,5,4,3,11,1,4,1,4,0,0,0,0,1,0,2,1,1,2,0,1,1,0,0,0,1,2,0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,0,1,1,0,0,1,2,0,2,5,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,4,4,2,2,7,7,2,5,7,7,8,5,7,2,4,5,10,9,6,10,9,6,8,9,9,9,12,20,12,16,7,14,8,12,16,15,13,18,18,13,14,16,16,18,24,16,21,28,26,15,8,23,11,19,28,13,12,18,8,6,8,24,7,18,9,13,8,14,10,15,9,7,10,10,10,14,6,11,6,11,7,13,13,23,21,18,13,28,25,33,31,42,47,22,30,39,28,22,53,32,24,38,29
Zaltbommel,GM0297,29418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,2,4,3,0,0,4,1,1,0,4,1,0,2,1,3,4,1,2,0,3,5,2,1,5,2,2,0,3,3,3,3,1,0,1,2,2,2,1,0,1,1,1,0,0,0,1,0,0,3,0,1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,1,0,0,1,0,6,1,1,3,2,2,5,2,5,5,3,1,3,1,3,5,3,7,3,5,10,8,7,15,16,12,9,8,14,13,15,13,13,13,3,9,13,12,16,18,14,21,14,18,12,17,20,20,23,22,16,15,12,14,20,27,20,19,18,10,6,23,14,15,13,17,16,9,9,6,8,13,12,5,12,10,11,19,26,18,29,12,43,40,19,38,28,18,32,40,35,18,62,42,29,34,44
